CatalogNumber,VernacularNameCategory,VernacularName,ScientificName,VerbatimScientificName,TaxonRank,AphiaID,Phylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species,Subspecies,ScientificNameAuthorship,Synonyms,IdentificationComments,IdentifiedBy,IdentificationDate,IdentificationQualifier,AssociatedSequences,IndividualCount,CategoricalAbundance,Density,Cover,VerbatimSize,WeightInKg,Condition,AssociatedTaxa,OccurrenceComments,Substrate,Habitat,Temperature,Salinity,pH,pHscale,pCO2,TA,DIC,Ocean,LargeMarineEcosystem,Country,FishCouncilRegion,Locality,Station,ObservationDate,ObservationYear,ObservationTime,latitude,longitude,DepthInMeters,DepthMethod,gisEtopoDepth,gisGEBCODepth,gisCRMDepth,StartLatitude,StartLongitude,EndLatitude,EndLongitude,MinimumDepthInMeters,MaximumDepthInMeters,LocationAccuracy,NavType,LocationComments,SurveyID,Vessel,PI,PIAffiliation,Purpose,SurveyComments,EventID,SamplingEquipment,VehicleName,OtherData,DataProvider,DataContact,Modified,RecordType,Repository,Citation,SampleID,TrackingID,DatasetID,WebSite,ImageURL
910848,demosponge,,Axinella,,genus,131774,Porifera,Demospongiae,Heteroscleromorpha,Axinellida,,Axinellidae,,Axinella,,,,"Schmidt, 1862",Axidragma | Axinella (Homaxinella) | Axinella (Stylissa) | Axinosia | Chalinissa | Pseudaxinella | Querciclona | Teichaxinella | Tragosia,DSCRTP_og_scientificname: Axinella | ?HOMAXINELLA SP. (From: FieldID- Original),"Reed, John",1988-11-13,ID Uncertain,,NaN,present,NaN,,,NaN,,,,,"Rock/Flat, LOW RELIEF HARD BOTTOM",NaN,NaN,NaN,,NaN,NaN,NaN,North Atlantic,Southeast U.S. Continental Shelf,USA,South Atlantic,"Savannah, Georgia",198811131,1988-11-13,1988,,31.53183,-79.7385,61,reported,67,65,62,NaN,NaN,NaN,NaN,61,61,>1000m,USBL,Difference from CRM: 1m,1988111,Seward Johnson R/V,"Reed, John",Harbor Branch Oceanographic Institute,Biomedical And Biodiversity Research Of The Benthic Communities With Emphasis On Porifera And Gorgonacea,"From Reed/BMR Archives | Data from this cruise used in: Reed 2004, Reed et al. 2006",JSL-II-1696,submersible,Johnson Sea Link II DSR/V,Johnson-Sea-Link II (Submersible),Harbor Branch Oceanographic Institute,"Reed, John: jreed12@fau.edu",2018-02-12,video observation,Harbor Branch Oceanographic Institute,"Reed, J. (1988). 1988111 Cruise Report.pdf; HBOI Division of Biomedical Marine Research- SE USA; Savannah Lithoherms (JSL-II 1690-1699) cruise aboard the R/V Seward Johnson [data].",198811131005,,HBOI_SJ-88-11,,
910849,demosponge,bumpy ball sponge | cake sponge | loggerhead sponge | pillow stinking sponge,Ircinia strobilina,,species,165051,Porifera,Demospongiae,Keratosa,Dictyoceratida,,Irciniidae,,Ircinia,,strobilina,,"(Lamarck, 1816)",Dysidicinia longispina | Filifera verrucosa | Hircinia (Dysidicinia) longispina | Hircinia (Psammocinia) verrucosa | Hircinia acuta | Hircinia acuta var. filamenta | Hircinia acuta var. longispina | Hircinia acuta var. nigra | Hircinia strobilina | Hircinia verrucosa | Ircinia acuta | Ircinia acuta var. longispina | Ircinia linguiformis | Ircinia longispina | Ircinia verrucosa | Polytherses capitata | Polytherses cylindrica | Polytherses ignobilis | Polytherses linguiformis | Polytherses longispina | Spongia strobilina | Stelospongos longispinus,DSCRTP_og_scientificname: Ircinia strobilina | IRCINIA ?STROBILINA (From: FieldID- Original),"Reed, John",1988-11-13,ID Uncertain,,NaN,present,NaN,,,NaN,,,,,"Rock/Flat, LOW RELIEF HARD BOTTOM",NaN,NaN,NaN,,NaN,NaN,NaN,North Atlantic,Southeast U.S. Continental Shelf,USA,South Atlantic,"Savannah, Georgia",198811131,1988-11-13,1988,,31.53183,-79.7385,61,reported,67,65,62,NaN,NaN,NaN,NaN,61,61,>1000m,USBL,Difference from CRM: 1m,1988111,Seward Johnson R/V,"Reed, John",Harbor Branch Oceanographic Institute,Biomedical And Biodiversity Research Of The Benthic Communities With Emphasis On Porifera And Gorgonacea,"From Reed/BMR Archives | Data from this cruise used in: Reed 2004, Reed et al. 2006",JSL-II-1696,submersible,Johnson Sea Link II DSR/V,Johnson-Sea-Link II (Submersible),Harbor Branch Oceanographic Institute,"Reed, John: jreed12@fau.edu",2018-02-12,video observation,Harbor Branch Oceanographic Institute,"Reed, J. (1988). 1988111 Cruise Report.pdf; HBOI Division of Biomedical Marine Research- SE USA; Savannah Lithoherms (JSL-II 1690-1699) cruise aboard the R/V Seward Johnson [data].",198811131006,,HBOI_SJ-88-11,,
910850,demosponge,,Axinellida,,order,163084,Porifera,Demospongiae,Heteroscleromorpha,Axinellida,,,,,,,,"L\u00e9vi, 1953",,DSCRTP_og_scientificname: Axinellida | AXINELLIDA (From: FieldID- Original),"Reed, John",1988-11-13,morphological ID from sample by taxonomic expert,,NaN,present,NaN,,,NaN,,,,,"Rock/Flat, LOW RELIEF HARD BOTTOM",NaN,NaN,NaN,,NaN,NaN,NaN,North Atlantic,Southeast U.S. Continental Shelf,USA,South Atlantic,"Savannah, Georgia",198811131,1988-11-13,1988,,31.53183,-79.7385,61,reported,67,65,62,NaN,NaN,NaN,NaN,61,61,>1000m,USBL,Difference from CRM: 1m,1988111,Seward Johnson R/V,"Reed, John",Harbor Branch Oceanographic Institute,Biomedical And Biodiversity Research Of The Benthic Communities With Emphasis On Porifera And Gorgonacea,"From Reed/BMR Archives | Data from this cruise used in: Reed 2004, Reed et al. 2006",JSL-II-1696,submersible,Johnson Sea Link II DSR/V,Johnson-Sea-Link II (Submersible),Harbor Branch Oceanographic Institute,"Reed, John: jreed12@fau.edu",2018-02-12,specimen,Harbor Branch Oceanographic Institute,"Reed, J. (1988). 1988111 Cruise Report.pdf; HBOI Division of Biomedical Marine Research- SE USA; Savannah Lithoherms (JSL-II 1690-1699) cruise aboard the R/V Seward Johnson [data].",198811131007,,HBOI_SJ-88-11,,
910851,gorgonian coral,,Plexauridae,,family,125277,Cnidaria,Anthozoa,Octocorallia,Malacalcyonacea,,Plexauridae,,,,,,"Gray, 1859",Allogorgiidae | Euniceidae,DSCRTP_og_scientificname: Plexauridae | PLEXAURIDAE (From: FieldID- Original),"Reed, John",1988-11-13,morphological ID from sample by taxonomic expert,,NaN,present,NaN,,,NaN,,,,,"Rock/Flat, LOW RELIEF HARD BOTTOM",NaN,NaN,NaN,,NaN,NaN,NaN,North Atlantic,Southeast U.S. Continental Shelf,USA,South Atlantic,"Savannah, Georgia",198811131,1988-11-13,1988,,31.53183,-79.7385,62,reported,67,65,62,NaN,NaN,NaN,NaN,62,62,>1000m,USBL,Difference from CRM: 0m,1988111,Seward Johnson R/V,"Reed, John",Harbor Branch Oceanographic Institute,Biomedical And Biodiversity Research Of The Benthic Communities With Emphasis On Porifera And Gorgonacea,"From Reed/BMR Archives | Data from this cruise used in: Reed 2004, Reed et al. 2006",JSL-II-1696,submersible,Johnson Sea Link II DSR/V,Johnson-Sea-Link II (Submersible),Harbor Branch Oceanographic Institute,"Reed, John: jreed12@fau.edu",2018-02-12,specimen,Harbor Branch Oceanographic Institute,"Reed, J. (1988). 1988111 Cruise Report.pdf; HBOI Division of Biomedical Marine Research- SE USA; Savannah Lithoherms (JSL-II 1690-1699) cruise aboard the R/V Seward Johnson [data].",198811131009,,HBOI_SJ-88-11,,
910852,soft coral,,Telesto,,genus,177688,Cnidaria,Anthozoa,Octocorallia,Malacalcyonacea,,Tubiporidae,,Telesto,,,,"Lamouroux, 1812",,DSCRTP_og_scientificname: Telesto | TELESTO SP. (From: FieldID- Original),"Reed, John",1988-11-13,morphological ID from sample by taxonomic expert,,NaN,present,NaN,,,NaN,,,,,"Rock/Flat, LOW RELIEF HARD BOTTOM",NaN,NaN,NaN,,NaN,NaN,NaN,North Atlantic,Southeast U.S. Continental Shelf,USA,South Atlantic,"Savannah, Georgia",198811131,1988-11-13,1988,,31.53183,-79.7385,62,reported,67,65,62,NaN,NaN,NaN,NaN,62,62,>1000m,USBL,Difference from CRM: 0m,1988111,Seward Johnson R/V,"Reed, John",Harbor Branch Oceanographic Institute,Biomedical And Biodiversity Research Of The Benthic Communities With Emphasis On Porifera And Gorgonacea,"From Reed/BMR Archives | Data from this cruise used in: Reed 2004, Reed et al. 2006",JSL-II-1696,submersible,Johnson Sea Link II DSR/V,Johnson-Sea-Link II (Submersible),Harbor Branch Oceanographic Institute,"Reed, John: jreed12@fau.edu",2018-02-12,specimen,Harbor Branch Oceanographic Institute,"Reed, J. (1988). 1988111 Cruise Report.pdf; HBOI Division of Biomedical Marine Research- SE USA; Savannah Lithoherms (JSL-II 1690-1699) cruise aboard the R/V Seward Johnson [data].",198811131010,,HBOI_SJ-88-11,,
910853,demosponge,,Axinellida,,order,163084,Porifera,Demospongiae,Heteroscleromorpha,Axinellida,,,,,,,,"L\u00e9vi, 1953",,DSCRTP_og_scientificname: Axinellida | AXINELLIDA + ZOANTHARIA (From: FieldID- Original),"Reed, John",1988-11-13,morphological ID from sample by taxonomic expert,,NaN,present,NaN,,,NaN,,ZOANTHIDS ON SFC.,,,"Rock/Flat, LOW RELIEF HARD BOTTOM",NaN,NaN,NaN,,NaN,NaN,NaN,North Atlantic,Southeast U.S. Continental Shelf,USA,South Atlantic,"Savannah, Georgia",198811131,1988-11-13,1988,,31.53183,-79.7385,62,reported,67,65,62,NaN,NaN,NaN,NaN,62,62,>1000m,USBL,Difference from CRM: 0m,1988111,Seward Johnson R/V,"Reed, John",Harbor Branch Oceanographic Institute,Biomedical And Biodiversity Research Of The Benthic Communities With Emphasis On Porifera And Gorgonacea,"From Reed/BMR Archives | Data from this cruise used in: Reed 2004, Reed et al. 2006",JSL-II-1696,submersible,Johnson Sea Link II DSR/V,Johnson-Sea-Link II (Submersible),Harbor Branch Oceanographic Institute,"Reed, John: jreed12@fau.edu",2018-02-12,specimen,Harbor Branch Oceanographic Institute,"Reed, J. (1988). 1988111 Cruise Report.pdf; HBOI Division of Biomedical Marine Research- SE USA; Savannah Lithoherms (JSL-II 1690-1699) cruise aboard the R/V Seward Johnson [data].",198811131011,,HBOI_SJ-88-11,,
910854,demosponge,,Tetractinellida,,order,597812,Porifera,Demospongiae,Heteroscleromorpha,Tetractinellida,,,,,,,,"Marshall, 1876",Ancorinida | Choristida | Craniellida | Dicranocladina | Megamorina | Poecillastrida | Rhizomorina | Tetracladina,DSCRTP_og_scientificname: Tetractinellida | CHORISTIDA (From: FieldID- Original),"Reed, John",1988-11-13,morphological ID from sample by taxonomic expert,,NaN,present,NaN,,,NaN,,,,,"Rock/Flat, LOW RELIEF HARD BOTTOM",NaN,NaN,NaN,,NaN,NaN,NaN,North Atlantic,Southeast U.S. Continental Shelf,USA,South Atlantic,"Savannah, Georgia",198811131,1988-11-13,1988,,31.53183,-79.7385,62,reported,67,65,62,NaN,NaN,NaN,NaN,62,62,>1000m,USBL,Difference from CRM: 0m,1988111,Seward Johnson R/V,"Reed, John",Harbor Branch Oceanographic Institute,Biomedical And Biodiversity Research Of The Benthic Communities With Emphasis On Porifera And Gorgonacea,"From Reed/BMR Archives | Data from this cruise used in: Reed 2004, Reed et al. 2006",JSL-II-1696,submersible,Johnson Sea Link II DSR/V,Johnson-Sea-Link II (Submersible),Harbor Branch Oceanographic Institute,"Reed, John: jreed12@fau.edu",2018-02-12,specimen,Harbor Branch Oceanographic Institute,"Reed, J. (1988). 1988111 Cruise Report.pdf; HBOI Division of Biomedical Marine Research- SE USA; Savannah Lithoherms (JSL-II 1690-1699) cruise aboard the R/V Seward Johnson [data].",198811131013,,HBOI_SJ-88-11,,
910855,demosponge,,Ircinia,,genus,131751,Porifera,Demospongiae,Keratosa,Dictyoceratida,,Irciniidae,,Ircinia,,,,"Nardo, 1833",Dysidicinia | Euricinia | Filifera | Filifera (Hircinia) | Hircinella | Hircinia | Hircinia (Dysidicinia) | Hircinia (Euricinia) | Hircinia (Hircinella) | Polytherses | Stematumenia,DSCRTP_og_scientificname: Ircinia | IRCINIA SP. (From: FieldID- Original),"Reed, John",1988-11-13,morphological ID from sample by taxonomic expert,,NaN,present,NaN,,,NaN,,,,,"Rock/Flat, LOW RELIEF HARD BOTTOM",NaN,NaN,NaN,,NaN,NaN,NaN,North Atlantic,Southeast U.S. Continental Shelf,USA,South Atlantic,"Savannah, Georgia",198811131,1988-11-13,1988,,31.53183,-79.7385,61,reported,67,65,62,NaN,NaN,NaN,NaN,61,61,>1000m,USBL,Difference from CRM: 1m,1988111,Seward Johnson R/V,"Reed, John",Harbor Branch Oceanographic Institute,Biomedical And Biodiversity Research Of The Benthic Communities With Emphasis On Porifera And Gorgonacea,"From Reed/BMR Archives | Data from this cruise used in: Reed 2004, Reed et al. 2006",JSL-II-1696,submersible,Johnson Sea Link II DSR/V,Johnson-Sea-Link II (Submersible),Harbor Branch Oceanographic Institute,"Reed, John: jreed12@fau.edu",2018-02-12,specimen,Harbor Branch Oceanographic Institute,"Reed, J. (1988). 1988111 Cruise Report.pdf; HBOI Division of Biomedical Marine Research- SE USA; Savannah Lithoherms (JSL-II 1690-1699) cruise aboard the R/V Seward Johnson [data].",198811131014,,HBOI_SJ-88-11,,
910856,demosponge,,Axinellida,,order,163084,Porifera,Demospongiae,Heteroscleromorpha,Axinellida,,,,,,,,"L\u00e9vi, 1953",,DSCRTP_og_scientificname: Axinellida | AXINELLIDA (From: FieldID- Original),"Reed, John",1988-11-13,morphological ID from sample by taxonomic expert,,NaN,present,NaN,,,NaN,,,,,"Rock/Flat, LOW RELIEF HARD BOTTOM",NaN,NaN,NaN,,NaN,NaN,NaN,North Atlantic,Southeast U.S. Continental Shelf,USA,South Atlantic,"Savannah, Georgia",198811131,1988-11-13,1988,,31.53183,-79.7385,61,reported,67,65,62,NaN,NaN,NaN,NaN,61,61,>1000m,USBL,Difference from CRM: 1m,1988111,Seward Johnson R/V,"Reed, John",Harbor Branch Oceanographic Institute,Biomedical And Biodiversity Research Of The Benthic Communities With Emphasis On Porifera And Gorgonacea,"From Reed/BMR Archives | Data from this cruise used in: Reed 2004, Reed et al. 2006",JSL-II-1696,submersible,Johnson Sea Link II DSR/V,Johnson-Sea-Link II (Submersible),Harbor Branch Oceanographic Institute,"Reed, John: jreed12@fau.edu",2018-02-12,specimen,Harbor Branch Oceanographic Institute,"Reed, J. (1988). 1988111 Cruise Report.pdf; HBOI Division of Biomedical Marine Research- SE USA; Savannah Lithoherms (JSL-II 1690-1699) cruise aboard the R/V Seward Johnson [data].",198811131016,,HBOI_SJ-88-11,,
910857,demosponge,,Cinachyra,,genus,132092,Porifera,Demospongiae,Heteroscleromorpha,Tetractinellida,Spirophorina,Tetillidae,,Cinachyra,,,,"Sollas, 1886",Cinochyra,DSCRTP_og_scientificname: Cinachyra | CINACHYRA SP. (From: FieldID- Original),"Reed, John",1988-11-13,morphological ID from sample by taxonomic expert,,NaN,present,NaN,,,NaN,,,,,"Rock/Flat, LOW RELIEF HARD BOTTOM",NaN,NaN,NaN,,NaN,NaN,NaN,North Atlantic,Southeast U.S. Continental Shelf,USA,South Atlantic,"Savannah, Georgia",198811131,1988-11-13,1988,,31.53183,-79.7385,61,reported,67,65,62,NaN,NaN,NaN,NaN,61,61,>1000m,USBL,Difference from CRM: 1m,1988111,Seward Johnson R/V,"Reed, John",Harbor Branch Oceanographic Institute,Biomedical And Biodiversity Research Of The Benthic Communities With Emphasis On Porifera And Gorgonacea,"From Reed/BMR Archives | Data from this cruise used in: Reed 2004, Reed et al. 2006",JSL-II-1696,submersible,Johnson Sea Link II DSR/V,Johnson-Sea-Link II (Submersible),Harbor Branch Oceanographic Institute,"Reed, John: jreed12@fau.edu",2018-02-12,specimen,Harbor Branch Oceanographic Institute,"Reed, J. (1988). 1988111 Cruise Report.pdf; HBOI Division of Biomedical Marine Research- SE USA; Savannah Lithoherms (JSL-II 1690-1699) cruise aboard the R/V Seward Johnson [data].",198811131017,,HBOI_SJ-88-11,,
910858,demosponge,,Axinellidae,,family,131629,Porifera,Demospongiae,Heteroscleromorpha,Axinellida,,Axinellidae,,,,,,"Carter, 1875",Phakellidae,DSCRTP_og_scientificname: Axinellidae | AXINELLIDAE (From: TaxRevised),"Pomponi, Shirley A.",1992-06-09,morphological ID from sample by taxonomic expert,,NaN,present,NaN,,,NaN,,,,,Rock-sand-rubble/slope; lophelia Pinnacle,NaN,NaN,NaN,,NaN,NaN,NaN,North Atlantic,Southeast U.S. Continental Shelf,USA,South Atlantic,"Savannah, Georgia",198811141,1988-11-14,1988,,31.697,-79.14333,541,reported,527,535,NaN,NaN,NaN,NaN,NaN,541,541,>1000m,USBL,Difference from GEBCO: 6m,1988111,Seward Johnson R/V,"Reed, John",Harbor Branch Oceanographic Institute,Biomedical And Biodiversity Research Of The Benthic Communities With Emphasis On Porifera And Gorgonacea,"From Reed/BMR Archives | Data from this cruise used in: Reed 2004, Reed et al. 2006",JSL-II-1697,submersible,Johnson Sea Link II DSR/V,Johnson-Sea-Link II (Submersible),Harbor Branch Oceanographic Institute,"Reed, John: jreed12@fau.edu",2018-02-12,specimen,Harbor Branch Oceanographic Institute,"Reed, J. (1988). 1988111 Cruise Report.pdf; HBOI Division of Biomedical Marine Research- SE USA; Savannah Lithoherms (JSL-II 1690-1699) cruise aboard the R/V Seward Johnson [data].",198811141001,,HBOI_SJ-88-11,,
910859,demosponge,,Stylocordyla,,genus,132063,Porifera,Demospongiae,Heteroscleromorpha,Suberitida,,Stylocordylidae,,Stylocordyla,,,,"Thomson, 1873",Oxycordyla | Stylorhiza,DSCRTP_og_scientificname: Stylocordyla | STYLOCORDYLA SP. (From: TaxRevised),"Pomponi, Shirley A.",1992-06-09,morphological ID from sample by taxonomic expert,,NaN,present,NaN,,,NaN,,,,,Rock-sand-rubble/slope; lophelia Pinnacle,NaN,NaN,NaN,,NaN,NaN,NaN,North Atlantic,Southeast U.S. Continental Shelf,USA,South Atlantic,"Savannah, Georgia",198811141,1988-11-14,1988,,31.697,-79.14333,541,reported,527,535,NaN,NaN,NaN,NaN,NaN,541,541,>1000m,USBL,Difference from GEBCO: 6m,1988111,Seward Johnson R/V,"Reed, John",Harbor Branch Oceanographic Institute,Biomedical And Biodiversity Research Of The Benthic Communities With Emphasis On Porifera And Gorgonacea,"From Reed/BMR Archives | Data from this cruise used in: Reed 2004, Reed et al. 2006",JSL-II-1697,submersible,Johnson Sea Link II DSR/V,Johnson-Sea-Link II (Submersible),Harbor Branch Oceanographic Institute,"Reed, John: jreed12@fau.edu",2018-02-12,specimen,Harbor Branch Oceanographic Institute,"Reed, J. (1988). 1988111 Cruise Report.pdf; HBOI Division of Biomedical Marine Research- SE USA; Savannah Lithoherms (JSL-II 1690-1699) cruise aboard the R/V Seward Johnson [data].",198811141002,,HBOI_SJ-88-11,,
910860,demosponge,,Tetractinellida,,order,597812,Porifera,Demospongiae,Heteroscleromorpha,Tetractinellida,,,,,,,,"Marshall, 1876",Ancorinida | Choristida | Craniellida | Dicranocladina | Megamorina | Poecillastrida | Rhizomorina | Tetracladina,DSCRTP_og_scientificname: Tetractinellida | Choristida (From: FieldID- Original),"Reed, John",1988-11-14,morphological ID from sample by taxonomic expert,,NaN,present,NaN,,,NaN,,,,,Rock-sand-rubble/slope; lophelia Pinnacle,NaN,NaN,NaN,,NaN,NaN,NaN,North Atlantic,Southeast U.S. Continental Shelf,USA,South Atlantic,"Savannah, Georgia",198811141,1988-11-14,1988,,31.697,-79.14333,536,reported,527,535,NaN,NaN,NaN,NaN,NaN,536,536,>1000m,USBL,Difference from GEBCO: 1m,1988111,Seward Johnson R/V,"Reed, John",Harbor Branch Oceanographic Institute,Biomedical And Biodiversity Research Of The Benthic Communities With Emphasis On Porifera And Gorgonacea,"From Reed/BMR Archives | Data from this cruise used in: Reed 2004, Reed et al. 2006",JSL-II-1697,submersible,Johnson Sea Link II DSR/V,Johnson-Sea-Link II (Submersible),Harbor Branch Oceanographic Institute,"Reed, John: jreed12@fau.edu",2018-02-12,specimen,Harbor Branch Oceanographic Institute,"Reed, J. (1988). 1988111 Cruise Report.pdf; HBOI Division of Biomedical Marine Research- SE USA; Savannah Lithoherms (JSL-II 1690-1699) cruise aboard the R/V Seward Johnson [data].",198811141003,,HBOI_SJ-88-11,,
910861,demosponge,chalice horny sponge | chalice sponge,Phakellia ventilabrum,,species,132511,Porifera,Demospongiae,Heteroscleromorpha,Bubarida,,Bubaridae,,Phakellia,,ventilabrum,,"(Linnaeus, 1767)",Halichondria ventilabrum | Phacellia ventilabrum | Phakellia ventilabra | Spongia strigosa | Spongia venosa | Spongia ventilabra | Spongia ventilabrum,DSCRTP_og_scientificname: Phakellia ventilabrum | PHAKELLIA VENTILABRUM? (From: TaxRevised),"Pomponi, Shirley A.",1992-06-09,ID Uncertain,,NaN,present,NaN,,,NaN,,,,,Rock-sand-rubble/slope; lophelia Pinnacle,NaN,NaN,NaN,,NaN,NaN,NaN,North Atlantic,Southeast U.S. Continental Shelf,USA,South Atlantic,"Savannah, Georgia",198811141,1988-11-14,1988,,31.697,-79.14333,536,reported,527,535,NaN,NaN,NaN,NaN,NaN,536,536,>1000m,USBL,Difference from GEBCO: 1m,1988111,Seward Johnson R/V,"Reed, John",Harbor Branch Oceanographic Institute,Biomedical And Biodiversity Research Of The Benthic Communities With Emphasis On Porifera And Gorgonacea,"From Reed/BMR Archives | Data from this cruise used in: Reed 2004, Reed et al. 2006",JSL-II-1697,submersible,Johnson Sea Link II DSR/V,Johnson-Sea-Link II (Submersible),Harbor Branch Oceanographic Institute,"Reed, John: jreed12@fau.edu",2018-02-12,video observation,Harbor Branch Oceanographic Institute,"Reed, J. (1988). 1988111 Cruise Report.pdf; HBOI Division of Biomedical Marine Research- SE USA; Savannah Lithoherms (JSL-II 1690-1699) cruise aboard the R/V Seward Johnson [data].",198811141004,,HBOI_SJ-88-11,,
910862,demosponge,,Poecillastra,,genus,132016,Porifera,Demospongiae,Heteroscleromorpha,Tetractinellida,Astrophorina,Vulcanellidae,,Poecillastra,,,,"Sollas, 1888",Chelotropaena | Normania,DSCRTP_og_scientificname: Poecillastra | POECILLASTRA? SP. (From: TaxRevised),"Pomponi, Shirley A.",1992-06-09,ID Uncertain,,NaN,present,NaN,,,NaN,,,,,Rock-sand-rubble/slope; lophelia Pinnacle,NaN,NaN,NaN,,NaN,NaN,NaN,North Atlantic,Southeast U.S. Continental Shelf,USA,South Atlantic,"Savannah, Georgia",198811141,1988-11-14,1988,,31.697,-79.14333,535,reported,527,535,NaN,NaN,NaN,NaN,NaN,535,535,>1000m,USBL,Difference from GEBCO: 0m,1988111,Seward Johnson R/V,"Reed, John",Harbor Branch Oceanographic Institute,Biomedical And Biodiversity Research Of The Benthic Communities With Emphasis On Porifera And Gorgonacea,"From Reed/BMR Archives | Data from this cruise used in: Reed 2004, Reed et al. 2006",JSL-II-1697,submersible,Johnson Sea Link II DSR/V,Johnson-Sea-Link II (Submersible),Harbor Branch Oceanographic Institute,"Reed, John: jreed12@fau.edu",2018-02-12,video observation,Harbor Branch Oceanographic Institute,"Reed, J. (1988). 1988111 Cruise Report.pdf; HBOI Division of Biomedical Marine Research- SE USA; Savannah Lithoherms (JSL-II 1690-1699) cruise aboard the R/V Seward Johnson [data].",198811141005,,HBOI_SJ-88-11,,
910863,soft coral,,Dacrygorgia,Eunicella,genus,1608977,Cnidaria,Anthozoa,Octocorallia,Malacalcyonacea,,Pterogorgiidae,,Dacrygorgia,,,,"McFadden, van Ofwegen & Quattrini, 2022",,DSCRTP_og_scientificname: Dacrygorgia | Eunicella sp. (From: FieldID- Original),"Reed, John",1988-11-14,morphological ID from sample by taxonomic expert,,NaN,present,NaN,,,NaN,,,,,Rock-sand-rubble/slope; lophelia Pinnacle,NaN,NaN,NaN,,NaN,NaN,NaN,North Atlantic,Southeast U.S. Continental Shelf,USA,South Atlantic,"Savannah, Georgia",198811141,1988-11-14,1988,,31.697,-79.14333,535,reported,527,535,NaN,NaN,NaN,NaN,NaN,535,535,>1000m,USBL,Difference from GEBCO: 0m,1988111,Seward Johnson R/V,"Reed, John",Harbor Branch Oceanographic Institute,Biomedical And Biodiversity Research Of The Benthic Communities With Emphasis On Porifera And Gorgonacea,"From Reed/BMR Archives | Data from this cruise used in: Reed 2004, Reed et al. 2006",JSL-II-1697,submersible,Johnson Sea Link II DSR/V,Johnson-Sea-Link II (Submersible),Harbor Branch Oceanographic Institute,"Reed, John: jreed12@fau.edu",2018-02-12,specimen,Harbor Branch Oceanographic Institute,"Reed, J. (1988). 1988111 Cruise Report.pdf; HBOI Division of Biomedical Marine Research- SE USA; Savannah Lithoherms (JSL-II 1690-1699) cruise aboard the R/V Seward Johnson [data].",198811141006,,HBOI_SJ-88-11,,
910864,demosponge,,Raspailiidae,,family,131642,Porifera,Demospongiae,Heteroscleromorpha,Axinellida,,Raspailiidae,,,,,,"Nardo, 1833",Sollasellidae,DSCRTP_og_scientificname: Raspailiidae | RASPAILIIDAE (From: TaxRevised),"Pomponi, Shirley A.",1992-06-09,morphological ID from sample by taxonomic expert,,NaN,present,NaN,,,NaN,,,,,Rock-sand-rubble/slope; lophelia Pinnacle,NaN,NaN,NaN,,NaN,NaN,NaN,North Atlantic,Southeast U.S. Continental Shelf,USA,South Atlantic,"Savannah, Georgia",198811141,1988-11-14,1988,,31.697,-79.14333,535,reported,527,535,NaN,NaN,NaN,NaN,NaN,535,535,>1000m,USBL,Difference from GEBCO: 0m,1988111,Seward Johnson R/V,"Reed, John",Harbor Branch Oceanographic Institute,Biomedical And Biodiversity Research Of The Benthic Communities With Emphasis On Porifera And Gorgonacea,"From Reed/BMR Archives | Data from this cruise used in: Reed 2004, Reed et al. 2006",JSL-II-1697,submersible,Johnson Sea Link II DSR/V,Johnson-Sea-Link II (Submersible),Harbor Branch Oceanographic Institute,"Reed, John: jreed12@fau.edu",2018-02-12,specimen,Harbor Branch Oceanographic Institute,"Reed, J. (1988). 1988111 Cruise Report.pdf; HBOI Division of Biomedical Marine Research- SE USA; Savannah Lithoherms (JSL-II 1690-1699) cruise aboard the R/V Seward Johnson [data].",198811141007,,HBOI_SJ-88-11,,
910865,demosponge,,Pachastrella monilifera,,species,134078,Porifera,Demospongiae,Heteroscleromorpha,Tetractinellida,Astrophorina,Pachastrellidae,,Pachastrella,,monilifera,,"Schmidt, 1868",Pachastrella monilifer,DSCRTP_og_scientificname: Pachastrella monilifera | PACHASTRELLA MONILIFERA? (From: TaxRevised),"Pomponi, Shirley A.",1992-06-09,ID Uncertain,,NaN,present,NaN,,,NaN,,,,,Rock-sand-rubble/slope; lophelia Pinnacle,NaN,NaN,NaN,,NaN,NaN,NaN,North Atlantic,Southeast U.S. Continental Shelf,USA,South Atlantic,"Savannah, Georgia",198811141,1988-11-14,1988,,31.697,-79.14333,534,reported,527,535,NaN,NaN,NaN,NaN,NaN,534,534,>1000m,USBL,Difference from GEBCO: 1m,1988111,Seward Johnson R/V,"Reed, John",Harbor Branch Oceanographic Institute,Biomedical And Biodiversity Research Of The Benthic Communities With Emphasis On Porifera And Gorgonacea,"From Reed/BMR Archives | Data from this cruise used in: Reed 2004, Reed et al. 2006",JSL-II-1697,submersible,Johnson Sea Link II DSR/V,Johnson-Sea-Link II (Submersible),Harbor Branch Oceanographic Institute,"Reed, John: jreed12@fau.edu",2018-02-12,video observation,Harbor Branch Oceanographic Institute,"Reed, J. (1988). 1988111 Cruise Report.pdf; HBOI Division of Biomedical Marine Research- SE USA; Savannah Lithoherms (JSL-II 1690-1699) cruise aboard the R/V Seward Johnson [data].",198811141008,,HBOI_SJ-88-11,,
